ProductID,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,ProductAdjective,ProductNoun
1,idlest sindons,19,4,68 per z,38.53,73,52,55,false,idlest,sindons
2,basest clinics,26,1,15 per y,17.31,32,15,41,false,basest,clinics
3,riming lavas,15,3,41 per C,24.16,41,97,81,false,riming,lavas
4,barkless transcript,25,3,35 per L,58.54,22,53,10,false,barkless,transcript
5,textbook misrules,8,3,34 per U,19.31,91,60,12,true,textbook,misrules
6,biform backdrop,2,5,99 per p,40.6,98,37,21,false,biform,backdrop
7,unposed lemmas,28,4,94 per l,55.02,83,18,29,false,unposed,lemmas
8,bygone stalkers,21,2,53 per e,22.46,16,29,42,true,bygone,stalkers
9,dollish closer,23,3,37 per X,57.01,28,59,61,true,dollish,closer
10,unreined peepuls,8,8,86 per K,52.28,50,62,5,false,unreined,peepuls
11,bendy flushness,3,10,44 per f,95.38,66,40,10,true,bendy,flushness
12,glabrate mascon,1,6,32 per O,13.01,75,25,91,false,glabrate,mascon
13,blended groover,29,4,54 per P,98.11,50,72,68,true,blended,groover
14,dropsied mousers,9,7,63 per Z,55.3,96,21,14,true,dropsied,mousers
15,highbrow soutanes,16,10,72 per k,50.27,92,30,37,true,highbrow,soutanes
16,fuscous hartal,5,1,90 per Z,22.43,55,37,21,true,fuscous,hartal
17,crimpy duiker,25,2,12 per c,24.8,62,6,38,true,crimpy,duiker
18,unstocked rhomboid,23,6,59 per B,97.96,44,77,63,true,unstocked,rhomboid
19,sollar punties,5,7,33 per i,39.31,76,34,54,true,sollar,punties
20,gamesome cambrels,21,9,05 per n,18.12,96,10,48,false,gamesome,cambrels
21,fibrous lentil,3,9,36 per x,26.07,40,79,100,false,fibrous,lentil
22,unmilled hadrons,23,6,22 per t,30.08,16,24,5,true,unmilled,hadrons
23,intime tangier,22,4,25 per r,88.82,44,100,32,true,intime,tangier
24,zingy dragoon,2,10,19 per K,86.39,48,73,30,false,zingy,dragoon
25,unperched gapeworms,12,9,30 per h,32.22,20,100,31,true,unperched,gapeworms
26,spellbound packsack,24,4,98 per e,14.5,51,22,66,true,spellbound,packsack
27,flowing punnets,30,7,35 per r,70.55,98,88,98,false,flowing,punnets
28,diploid stupas,13,10,82 per j,50.13,55,83,52,true,diploid,stupas
29,corrupt spirants,21,1,64 per Q,12.36,62,54,14,true,corrupt,spirants
30,beady androids,7,8,40 per N,12.91,33,55,66,true,beady,androids
31,reddish mitzvah,23,8,61 per t,81.49,45,40,47,true,reddish,mitzvah
32,jiggered sopor,17,1,14 per G,65.34,98,5,84,true,jiggered,sopor
33,unfledged platers,13,6,67 per r,61.03,21,47,9,true,unfledged,platers
34,brutelike upspring,3,9,00 per t,93.01,31,81,28,true,brutelike,upspring
35,seatless greasepaint,13,9,52 per e,43.91,57,51,47,true,seatless,greasepaint
36,irksome crazes,11,9,64 per u,41.01,31,20,50,true,irksome,crazes
37,dappled maguey,30,1,93 per w,52.57,91,57,12,true,dappled,maguey
38,slier salvers,13,3,22 per D,8.74,64,17,91,true,slier,salvers
39,ain crampons,26,10,33 per N,15.31,33,45,2,false,ain,crampons
40,inflexed squabbles,24,4,12 per r,99.04,39,67,95,true,inflexed,squabbles
41,diarch ravines,3,8,11 per k,28.4,47,36,36,false,diarch,ravines
42,typal jackfish,3,6,67 per D,28.05,40,58,36,true,typal,jackfish
43,enraged hymnal,22,2,60 per J,85.25,31,11,78,true,enraged,hymnal
44,zincous sounder,20,9,61 per c,49.45,87,52,66,false,zincous,sounder
45,erect flattop,26,3,77 per r,18.84,64,43,90,true,erect,flattop
46,tiny gapes,27,3,83 per q,99.69,66,18,19,true,tiny,gapes
47,ceilinged banner,21,2,34 per D,39.06,47,92,90,false,ceilinged,banner
48,yeasty chowder,30,3,72 per r,29.02,4,31,25,false,yeasty,chowder
49,scrambled harshness,21,4,97 per s,75.25,25,77,70,false,scrambled,harshness
50,ahead grazing,2,10,98 per x,30.01,5,71,48,false,ahead,grazing
51,joyless arsine,17,4,51 per p,92.08,32,66,27,true,joyless,arsine
52,retral bankroll,24,10,80 per M,53.25,71,50,76,true,retral,bankroll
53,moonstruck blockade,5,3,14 per Q,96.28,75,30,78,false,moonstruck,blockade
54,daytime indults,23,8,26 per C,46.03,84,36,63,true,daytime,indults
55,bellied hardheads,27,9,25 per s,42.74,78,59,2,false,bellied,hardheads
56,harmless cookhouse,11,7,01 per d,8.09,98,10,59,true,harmless,cookhouse
57,leprous nowy,21,8,18 per G,5.95,81,55,47,false,leprous,nowy
58,unscorched tarring,3,9,75 per R,23.38,75,10,24,false,unscorched,tarring
59,chanceless kino,12,1,12 per Y,50.64,13,55,33,false,chanceless,kino
60,headlong tarots,4,1,39 per w,55.52,3,61,69,false,headlong,tarots
61,dustproof bronchos,21,10,29 per J,81.9,78,73,48,true,dustproof,bronchos
62,fontal phosphate,13,6,60 per R,23.21,53,63,61,true,fontal,phosphate
63,loaded civies,11,8,19 per w,86.5,9,89,17,false,loaded,civies
64,vatic saloons,21,10,23 per Z,95.68,90,50,82,false,vatic,saloons
65,fulgent pitsaws,4,2,14 per r,80.75,24,4,59,true,fulgent,pitsaws
66,hymnal zygotes,9,3,66 per h,99.92,25,93,28,true,hymnal,zygotes
67,graceless shedder,27,1,62 per k,18.7,39,43,64,false,graceless,shedder
68,peaceless mambas,11,6,77 per N,59.87,23,52,62,true,peaceless,mambas
69,imposed fetial,18,4,29 per a,7.32,30,4,28,false,imposed,fetial
70,browless balker,19,5,25 per i,84.27,69,54,75,true,browless,balker
71,consumed armhole,25,4,96 per D,35.8,60,35,94,true,consumed,armhole
72,unstressed broacher,18,8,62 per U,85.34,28,55,42,true,unstressed,broacher
73,scrannel towsers,4,7,36 per Y,35.8,52,94,50,true,scrannel,towsers
74,jingly docent,28,1,85 per w,88.97,38,87,32,false,jingly,docent
75,costly llama,18,5,33 per L,5.41,85,80,65,false,costly,llama
76,senseless trolly,1,6,15 per l,62.3,86,86,64,false,senseless,trolly
77,distilled galliards,13,3,78 per F,71.47,20,44,23,false,distilled,galliards
78,tangy grazings,16,9,49 per K,18.76,39,2,18,true,tangy,grazings
79,chippy corbeille,23,1,27 per l,75.48,94,32,32,false,chippy,corbeille
80,moory shanteys,1,7,46 per N,36.75,56,98,90,false,moory,shanteys
81,earthquaked brumbies,15,9,67 per a,98.52,59,6,85,false,earthquaked,brumbies
82,moony lutings,9,10,31 per m,51.5,7,58,7,false,moony,lutings
83,nipping dowdies,12,1,66 per B,93.8,7,96,80,true,nipping,dowdies
84,attrite midday,8,6,64 per z,13.86,91,52,52,true,attrite,midday
85,piny middling,7,3,90 per u,37.01,51,64,10,true,piny,middling
86,gamy feoffer,11,5,85 per X,22.93,63,34,97,false,gamy,feoffer
87,bitchy quatorze,4,4,71 per d,81.16,29,49,86,false,bitchy,quatorze
88,sidelong cullions,19,1,96 per E,64.69,11,10,57,false,sidelong,cullions
89,roughish savors,20,7,21 per m,46.14,77,49,69,false,roughish,savors
90,pricy stepper,20,2,33 per A,1.27,68,31,71,true,pricy,stepper
91,fatal dreamlands,28,7,17 per c,41.69,76,27,60,true,fatal,dreamlands
92,shallow lushes,23,2,24 per C,4.36,50,87,70,false,shallow,lushes
93,childish cystoid,2,1,74 per j,2.51,28,95,44,false,childish,cystoid
94,adult surrounds,2,2,28 per E,32.27,83,18,64,false,adult,surrounds
95,clustered coehorns,9,5,41 per C,59.69,32,70,72,false,clustered,coehorns
96,breechless clampdowns,29,2,38 per a,99.33,65,74,52,false,breechless,clampdowns
97,exhaled greenroom,3,6,71 per z,77.16,89,30,18,false,exhaled,greenroom
98,viscid games,18,8,86 per Z,10.05,46,49,16,true,viscid,games
99,untrenched trouvaille,19,7,33 per e,67.82,86,94,24,false,untrenched,trouvaille
100,carking premiers,11,8,38 per D,13.81,81,13,13,true,carking,premiers
101,lenis glibness,20,3,67 per r,76.48,3,52,25,false,lenis,glibness
102,wifely kalpa,29,6,69 per D,43.95,17,62,11,false,wifely,kalpa
103,gloomful xanthin,23,4,71 per b,44.29,98,57,38,true,gloomful,xanthin
104,unstopped porisms,27,2,26 per T,88.71,46,49,94,true,unstopped,porisms
105,tinhorn blethers,26,4,65 per q,36,25,76,32,false,tinhorn,blethers
106,plantar streaming,3,8,29 per v,75.46,69,11,64,true,plantar,streaming
107,deictic downcome,17,2,48 per r,5.95,23,98,6,false,deictic,downcome
108,unwashed coxa,23,1,91 per u,18.72,22,51,82,true,unwashed,coxa
109,enthralled sarong,16,6,28 per V,26.46,21,66,56,false,enthralled,sarong
110,implied rapture,10,1,11 per F,65.29,21,21,13,false,implied,rapture
111,swaraj gauges,18,1,51 per C,33.99,56,54,18,true,swaraj,gauges
112,pungent praxis,12,4,29 per h,18.22,45,61,50,false,pungent,praxis
113,dogging gabbles,12,7,61 per X,1.2,4,96,3,false,dogging,gabbles
114,prudish doing,28,7,03 per K,87.25,66,46,81,false,prudish,doing
115,gainly swineherd,21,8,27 per e,74.49,40,40,65,true,gainly,swineherd
116,hirsute rubdown,13,1,04 per q,65.84,68,7,30,false,hirsute,rubdown
117,inspired mudcats,6,2,76 per D,41.12,23,56,93,true,inspired,mudcats
118,cadgy shellfish,23,2,28 per V,38.13,62,44,43,false,cadgy,shellfish
119,cloddish sizzles,11,7,01 per L,49.51,28,69,33,true,cloddish,sizzles
120,goatish recoups,23,10,79 per B,49.22,21,67,21,false,goatish,recoups
121,showy tonnage,25,4,49 per t,97.15,39,44,55,false,showy,tonnage
122,provoked alar,9,8,56 per r,22.6,61,72,54,true,provoked,alar
123,knickered lonesome,18,8,68 per H,84.92,75,8,48,true,knickered,lonesome
124,ghostly ague,8,7,68 per B,45.04,71,58,79,true,ghostly,ague
125,ungeared tracking,16,4,60 per m,13.15,3,1,100,false,ungeared,tracking
126,ashake hearties,11,3,09 per A,32.21,42,100,9,true,ashake,hearties
127,complete pachas,5,2,54 per r,7.51,11,47,46,true,complete,pachas
128,printed bharal,3,2,49 per C,81.39,8,62,67,false,printed,bharal
129,conjoined wergild,10,3,06 per G,22.5,65,50,90,false,conjoined,wergild
130,shapely nagger,21,6,33 per L,77.04,13,79,12,true,shapely,nagger
131,agnate attack,4,10,72 per k,4.16,64,25,41,false,agnate,attack
132,dropping cartouche,26,3,51 per b,47.02,55,56,79,true,dropping,cartouche
133,musty jestbooks,3,5,44 per o,30.86,54,94,98,false,musty,jestbooks
134,bendy millefeuilles,15,4,34 per a,32.56,86,40,13,true,bendy,millefeuilles
135,casteless pryer,4,1,41 per Z,92.17,37,4,16,true,casteless,pryer
136,ghastful dasheens,16,9,02 per v,62.12,85,3,4,false,ghastful,dasheens
137,unsown dealing,15,9,40 per a,57.05,81,12,100,true,unsown,dealing
138,wailing said,24,3,36 per t,8.36,64,78,97,false,wailing,said
139,strawless augment,14,2,00 per s,29.27,57,25,80,true,strawless,augment
140,zestful quaestor,17,6,08 per b,93.71,48,41,11,false,zestful,quaestor
141,montane baffy,28,9,78 per a,32.56,69,70,34,false,montane,baffy
142,feodal laser,28,8,53 per c,45.84,36,40,94,true,feodal,laser
143,impish civets,29,8,51 per M,84.36,38,21,24,true,impish,civets
144,agley brayer,5,10,73 per G,94.71,18,83,98,true,agley,brayer
145,themeless bishes,30,7,05 per C,14.79,99,52,94,false,themeless,bishes
146,quirky theine,28,10,99 per I,28.04,32,62,48,true,quirky,theine
147,adjunct digraph,18,4,87 per k,33.75,51,27,75,true,adjunct,digraph
148,unreaped mamzer,18,4,10 per I,72.42,50,11,59,false,unreaped,mamzer
149,fairish sculler,9,2,53 per R,65.01,18,65,7,false,fairish,sculler
150,idled swingle,3,5,90 per w,80.18,19,89,52,false,idled,swingle
151,panzer boskets,28,4,20 per d,27.63,67,95,97,true,panzer,boskets
152,cloddish training,1,9,98 per C,57.58,13,89,29,true,cloddish,training
153,rotting rowboat,15,6,10 per R,79.01,97,65,67,true,rotting,rowboat
154,snoring shipwrights,9,9,89 per K,58.61,92,94,93,true,snoring,shipwrights
155,mirky boggler,22,9,52 per i,60.24,9,38,4,false,mirky,boggler
156,strifeless nylon,14,5,91 per G,86.53,65,72,84,false,strifeless,nylon
157,sarcoid mimics,28,2,71 per u,86.23,86,25,46,true,sarcoid,mimics
158,tasseled blackdamp,19,6,49 per F,37.36,47,87,86,true,tasseled,blackdamp
159,drunken kiddle,24,10,74 per X,32.5,1,71,26,false,drunken,kiddle
160,weary gnathite,25,6,42 per z,49.7,51,77,55,true,weary,gnathite
161,hairlike linter,1,9,50 per F,31.48,46,54,48,true,hairlike,linter
162,conceived forepeaks,20,7,43 per L,79.3,81,56,6,false,conceived,forepeaks
163,unspelled keelboats,21,4,99 per s,63.65,35,25,95,true,unspelled,keelboats
164,gaudy fourteenths,20,7,19 per L,29.46,77,99,64,true,gaudy,fourteenths
165,disused lushness,7,7,62 per P,21.55,46,74,37,false,disused,lushness
166,debased studies,23,8,70 per P,44.92,62,69,53,false,debased,studies
167,volumed killock,19,4,85 per H,96.81,31,64,28,false,volumed,killock
168,discrete currant,1,5,79 per k,34.46,74,91,57,true,discrete,currant
169,tailing quadrat,8,4,89 per x,18.37,43,26,75,true,tailing,quadrat
170,riteless netting,5,9,87 per P,27.79,25,10,26,false,riteless,netting
171,cooing houdahs,2,7,78 per o,1.6,23,41,44,false,cooing,houdahs
172,montane dragsters,21,6,52 per i,45.02,49,96,97,true,montane,dragsters
173,foursquare bogong,18,6,18 per e,92.03,71,87,9,false,foursquare,bogong
174,mis daybreaks,16,6,73 per j,51.84,9,27,65,true,mis,daybreaks
175,piano dibbers,19,1,67 per N,88.59,92,59,57,true,piano,dibbers
176,tinkling bombproof,17,3,58 per f,64.05,48,70,86,true,tinkling,bombproof
177,hottish battements,24,7,82 per J,91.61,23,35,24,true,hottish,battements
178,ridden vaudevilles,28,3,76 per S,62.76,87,98,57,false,ridden,vaudevilles
179,mere spacewalk,23,10,31 per u,20.72,13,60,1,false,mere,spacewalk
180,statist capeskin,15,4,45 per Q,9.36,36,71,24,false,statist,capeskin
181,undecked gheraos,5,5,01 per K,80.82,35,68,85,false,undecked,gheraos
182,unweighed distrust,25,9,72 per t,78.73,64,12,64,false,unweighed,distrust
183,slimmest dwellings,4,1,25 per T,24.41,50,77,51,true,slimmest,dwellings
184,heathen ibis,30,7,23 per e,5.06,38,50,9,true,heathen,ibis
185,doleful balky,3,9,44 per a,33.29,43,51,70,true,doleful,balky
186,peccant jennet,2,3,38 per i,72.39,76,42,77,false,peccant,jennet
187,creamlaid chiffons,9,5,88 per d,16.44,92,18,92,false,creamlaid,chiffons
188,lithic pishogue,12,2,33 per i,42.56,100,36,76,false,lithic,pishogue
189,checky boulevard,26,4,77 per X,38.62,83,26,67,true,checky,boulevard
190,finny viscus,11,4,38 per F,29.15,40,45,67,false,finny,viscus
191,wary yardbirds,15,10,85 per Q,88.3,63,31,51,true,wary,yardbirds
192,tonal intrant,18,9,53 per C,6.33,39,69,82,false,tonal,intrant
193,pimpled scanty,25,9,57 per t,43.9,65,77,24,true,pimpled,scanty
194,privies splendors,1,1,85 per n,25.68,65,90,59,false,privies,splendors
195,inapt inkers,3,5,11 per V,16.51,46,84,32,true,inapt,inkers
196,deictic parlor,9,10,58 per v,82.66,34,64,86,true,deictic,parlor
197,lurid whiskers,12,10,44 per v,57.47,82,94,29,true,lurid,whiskers
198,warded midtown,12,3,96 per k,67.9,31,83,84,true,warded,midtown
199,hunchback gobang,9,7,15 per r,98.25,49,52,36,true,hunchback,gobang
200,frozen chouses,23,3,32 per Z,89.33,55,20,55,true,frozen,chouses
201,glummest deuces,21,7,13 per t,85.18,12,81,39,true,glummest,deuces
202,untouched huskings,23,8,81 per G,23.81,18,2,51,true,untouched,huskings
203,sludgy tariff,30,3,37 per y,63.42,3,99,1,false,sludgy,tariff
204,schistose trappings,21,7,91 per f,12.49,57,84,22,false,schistose,trappings
205,smashing morsels,21,10,19 per G,8.92,24,58,48,false,smashing,morsels
206,turfy disdain,14,8,58 per j,92.09,42,53,70,true,turfy,disdain
207,aglow lipides,7,5,09 per A,50.99,50,97,92,false,aglow,lipides
208,gadrooned houseful,19,9,36 per N,77.34,43,28,77,false,gadrooned,houseful
209,tenor petite,12,3,63 per r,18.9,59,5,87,true,tenor,petite
210,consumed stoma,11,4,57 per c,33.01,14,5,14,false,consumed,stoma
211,laggard devils,12,6,16 per S,96.86,4,22,11,true,laggard,devils
212,basest koel,7,9,56 per B,80.77,37,10,53,true,basest,koel
213,chesty platens,30,9,04 per n,81.72,93,58,74,false,chesty,platens
214,heavies pipals,21,2,92 per H,3.97,2,93,71,true,heavies,pipals
215,sandy folklore,30,5,70 per v,87.48,46,57,69,false,sandy,folklore
216,upraised currants,7,4,95 per v,63.43,12,9,88,false,upraised,currants
217,mincing gossoon,26,6,86 per f,69.22,17,49,99,true,mincing,gossoon
218,beaky bumkin,7,9,40 per w,38.09,77,17,86,false,beaky,bumkin
219,freeing eusol,29,10,75 per j,56.47,61,39,9,false,freeing,eusol
220,gawky zonings,12,1,01 per R,93.87,68,91,49,true,gawky,zonings
221,spleenish vier,29,1,03 per S,67.4,78,98,23,true,spleenish,vier
222,unsparred letting,11,5,03 per L,82.06,40,60,75,false,unsparred,letting
223,pokey stickweed,25,1,93 per d,9.27,64,64,85,false,pokey,stickweed
224,mature strickles,26,7,64 per j,62.44,49,70,30,true,mature,strickles
225,beaky tymbal,23,6,64 per b,94.69,28,61,70,true,beaky,tymbal
226,brownish stumpers,1,4,35 per I,5.41,86,50,94,true,brownish,stumpers
227,swishy capots,13,2,57 per X,10.92,26,36,96,true,swishy,capots
228,asprawl downbeat,19,4,15 per L,7.91,71,83,92,true,asprawl,downbeat
229,sunless quatorze,3,4,76 per F,39.51,70,59,5,false,sunless,quatorze
230,newborn horrors,28,8,77 per H,77,24,70,29,true,newborn,horrors
231,unground claimer,13,4,75 per m,13.83,7,23,44,true,unground,claimer
232,lustral giglet,26,8,11 per Z,88.09,98,11,86,true,lustral,giglet
233,viceless graveness,22,1,88 per R,60.68,45,97,84,false,viceless,graveness
234,witting aspers,11,10,56 per I,69.44,23,90,20,false,witting,aspers
235,squamous ointment,9,7,09 per A,81.56,21,22,39,false,squamous,ointment
236,downbeat afrit,29,1,15 per k,6.7,26,46,48,false,downbeat,afrit
237,tangier caliph,14,8,13 per V,86.12,38,1,19,true,tangier,caliph
238,bulbar acyl,2,4,14 per K,46.32,8,87,79,false,bulbar,acyl
239,saving sponsions,3,9,51 per I,12.97,62,9,57,true,saving,sponsions
240,costal dancings,17,9,80 per K,35.4,50,5,5,false,costal,dancings
241,downbeat hackbut,22,5,96 per k,97.24,20,13,4,false,downbeat,hackbut
242,alien dors,7,8,49 per E,25.02,28,1,30,true,alien,dors
243,twofold timbrels,28,8,78 per b,5.81,3,57,86,true,twofold,timbrels
244,super ghazi,29,7,03 per E,35.22,100,61,23,false,super,ghazi
245,unshrived foothold,1,2,41 per D,48.14,55,77,35,true,unshrived,foothold
246,practic cubage,3,2,45 per h,10.81,43,100,28,false,practic,cubage
247,smuggest bloodstock,3,10,59 per K,61.9,93,7,95,false,smuggest,bloodstock
248,wooded tracksuit,29,6,18 per d,90.64,2,16,91,true,wooded,tracksuit
249,smuggest colic,5,5,33 per k,16.06,55,40,95,false,smuggest,colic
250,unpraised marchpane,29,6,90 per q,40.77,59,100,89,false,unpraised,marchpane
251,unruled breakfast,9,2,28 per B,7.06,60,51,91,false,unruled,breakfast
252,lanky redbrick,17,4,59 per z,60.57,61,84,71,true,lanky,redbrick
253,cloudless torchwood,4,3,68 per l,93.16,1,94,53,false,cloudless,torchwood
254,sparser touses,1,7,18 per c,86.31,90,64,7,true,sparser,touses
255,whapping fellahs,11,2,86 per L,49.17,54,98,81,false,whapping,fellahs
